87,52.182.143.208,192.168.29.227,443,59589,Jan 20\, 2025 19:27:38.294015000 IST
88,52.182.143.208,192.168.29.227,443,59589,Jan 20\, 2025 19:27:38.294017000 IST
89,192.168.29.227,52.182.143.208,59589,443,Jan 20\, 2025 19:27:38.294191000 IST
90,13.202.208.48,192.168.29.227,27017,59489,Jan 20\, 2025 19:27:38.315964000 IST
91,13.233.239.221,192.168.29.227,27017,59418,Jan 20\, 2025 19:27:38.321831000 IST
92,192.168.29.227,13.233.239.221,59418,27017,Jan 20\, 2025 19:27:38.322080000 IST
93,,,443,59572,Jan 20\, 2025 19:27:38.383653000 IST
94,,,443,59572,Jan 20\, 2025 19:27:38.383656000 IST
95,,,59572,443,Jan 20\, 2025 19:27:38.383812000 IST
96,13.203.87.195,192.168.29.227,27017,58699,Jan 20\, 2025 19:27:38.503564000 IST
97,192.168.29.227,13.203.87.195,58699,27017,Jan 20\, 2025 19:27:38.503975000 IST
98,13.202.208.48,192.168.29.227,27017,57088,Jan 20\, 2025 19:27:38.508223000 IST
99,192.168.29.227,13.202.208.48,57088,27017,Jan 20\, 2025 19:27:38.508488000 IST
100,192.168.29.227,13.232.68.211,59482,27017,Jan 20\, 2025 19:27:38.571152000 IST
101,13.232.68.211,192.168.29.227,27017,59482,Jan 20\, 2025 19:27:38.692922000 IST
102,192.168.29.227,13.232.68.211,59482,27017,Jan 20\, 2025 19:27:38.693160000 IST
103,52.182.143.208,192.168.29.227,443,59589,Jan 20\, 2025 19:27:38.725773000 IST
104,192.168.29.227,52.182.143.208,59589,443,Jan 20\, 2025 19:27:38.725955000 IST
105,192.168.29.227,52.182.143.208,59589,443,Jan 20\, 2025 19:27:38.726073000 IST
106,,,,,Jan 20\, 2025 19:27:38.773004000 IST
107,,,,,Jan 20\, 2025 19:27:38.775251000 IST
108,20.42.65.84,192.168.29.227,443,63394,Jan 20\, 2025 19:27:38.822221000 IST
109,192.168.29.227,20.42.65.84,63394,443,Jan 20\, 2025 19:27:38.823575000 IST
110,192.168.29.227,20.42.65.84,63394,443,Jan 20\, 2025 19:27:38.846663000 IST
111,192.168.29.227,20.42.65.84,63394,443,Jan 20\, 2025 19:27:38.851541000 IST
112,192.168.29.227,20.42.65.84,63394,443,Jan 20\, 2025 19:27:38.851991000 IST
113,192.168.29.227,20.42.65.84,63394,443,Jan 20\, 2025 19:27:38.852019000 IST
114,,,,,Jan 20\, 2025 19:27:38.970562000 IST
115,,,,,Jan 20\, 2025 19:27:38.970597000 IST
116,,,,,Jan 20\, 2025 19:27:38.970646000 IST
117,,,,,Jan 20\, 2025 19:27:38.970909000 IST
118,,,,,Jan 20\, 2025 19:27:38.971798000 IST
119,,,,,Jan 20\, 2025 19:27:38.987520000 IST
120,,,,,Jan 20\, 2025 19:27:38.987522000 IST
121,,,,,Jan 20\, 2025 19:27:38.987523000 IST
122,,,,,Jan 20\, 2025 19:27:38.987524000 IST
123,,,,,Jan 20\, 2025 19:27:39.003527000 IST
124,,,,,Jan 20\, 2025 19:27:39.013664000 IST
125,,,,,Jan 20\, 2025 19:27:39.019135000 IST
126,,,,,Jan 20\, 2025 19:27:39.019138000 IST
